,Year,Month,Day,Country,Province,Region,city,latitude,longitude,AttackType,Killed,Wounded,Target,Group,Target_type,Weapon_type,Casualties,date
920,2010,9,9,Pakistan,Federally Administered Tribal Areas,South Asia,Kurram district,33.695975,70.336069,Bombing/Explosion,10,4,A passenger bus was targeted in the attack.,Undefined,Transportation,Explosives,14,2010-09-09
921,2010,9,25,Pakistan,Punjab,South Asia,Bahawalpur,29.395681,71.676924,Armed Assault,2,7,Civilians,Undefined,Private Citizens & Property,Firearms,9,2010-09-25
922,2010,10,2,Pakistan,Khyber Pakhtunkhwa,South Asia,Maidan,34.965592,71.822004,Armed Assault,1,0,"Farooq Khan, a renowned physiatrist,",Tehrik-i-Taliban Pakistan (TTP),Private Citizens & Property,Firearms,1,2010-10-02
923,2010,10,4,Pakistan,Punjab,South Asia,Rawalpindi,33.594013,73.069077,Armed Assault,12,0,Twenty eight North Atlantic Treaty Organization (NATO) oil tankers.,Tehrik-i-Taliban Pakistan (TTP),Military,Firearms,12,2010-10-04
924,2010,10,13,Pakistan,Federally Administered Tribal Areas,South Asia,Mohmand district,34.565494,71.477429,Armed Assault,3,0,Anti-Taliban elders of the pro-government Khwezai Peace Committee,Undefined,Police,Firearms,3,2010-10-13
925,2010,10,13,Pakistan,Punjab,South Asia,Bahawalpur,29.395681,71.676924,Armed Assault,0,0,Police,Lashkar-e-Jhangvi,Police,Firearms,0,2010-10-13
926,2010,10,22,Pakistan,Khyber Pakhtunkhwa,South Asia,Peshawar,34.006004,71.53743,Bombing/Explosion,5,22,A mosque was the target.,Undefined,Religious Figures/Institutions,Explosives,27,2010-10-22
927,2010,10,25,Pakistan,Federally Administered Tribal Areas,South Asia,Orakzai district,33.697271,71.144852,Bombing/Explosion,3,2,A vehicle transporting Tehrik-e-Taliban-Pakistan  militants,Undefined,Terrorists/Non-State Militia,Explosives,5,2010-10-25
928,2010,10,27,Pakistan,Khyber Pakhtunkhwa,South Asia,Bara,33.915234,71.458679,Bombing/Explosion,2,8,A tribal elder was targeted in the attack.,Tehrik-i-Taliban Pakistan (TTP),Private Citizens & Property,Explosives,10,2010-10-27
929,2010,11,3,Pakistan,Federally Administered Tribal Areas,South Asia,Darra Adam Khel,33.68745,71.516037,Bombing/Explosion,1,3,Civilians,Tehrik-i-Taliban Pakistan (TTP),Private Citizens & Property,Explosives,4,2010-11-03
930,2010,11,5,Pakistan,Federally Administered Tribal Areas,South Asia,Darra Adam Khel,33.68745,71.516037,Bombing/Explosion,96,27,A mosque was targeted in the attack.,Tehrik-i-Taliban Pakistan (TTP),Religious Figures/Institutions,Explosives,123,2010-11-05
931,2010,11,11,Pakistan,Islamabad Capital Territory,South Asia,Islamabad,33.671638,73.056068,Bombing/Explosion,15,100,A police station was targeted in the attack.,Tehrik-i-Taliban Pakistan (TTP),Police,Explosives,115,2010-11-11
932,2010,11,21,Pakistan,Balochistan,South Asia,Turbat,25.999413,63.047451,Armed Assault,5,3,Iranian civilians,Undefined,Private Citizens & Property,Firearms,8,2010-11-21
933,2010,11,30,Pakistan,Balochistan,South Asia,Kalat district,29.037681,66.581497,Assassination,0,1,A Governor's convoy was targeted in the attack.,Undefined,Government (General),Explosives,1,2010-11-30
934,2010,12,6,Pakistan,Federally Administered Tribal Areas,South Asia,Mohmand district,34.565494,71.477429,Bombing/Explosion,52,60,Tribal elders,Tehrik-i-Taliban Pakistan (TTP),Private Citizens & Property,Explosives,112,2010-12-06
935,2010,12,8,Pakistan,Balochistan,South Asia,Panjgur,26.972136,64.114571,Armed Assault,3,1,Pashtun civilians,Baloch Liberation Army (BLA),Private Citizens & Property,Firearms,4,2010-12-08
936,2010,12,8,Pakistan,Khyber Pakhtunkhwa,South Asia,Kohat,33.590603,71.44062,Bombing/Explosion,20,20,Civilians,Undefined,Transportation,Explosives,40,2010-12-08
937,2010,12,10,Pakistan,Khyber Pakhtunkhwa,South Asia,Hangu,33.528893,71.056122,Bombing/Explosion,14,16,A hospital was targeted in the attack.,Undefined,Business,Explosives,30,2010-12-10
938,2010,12,17,Pakistan,Khyber Pakhtunkhwa,South Asia,Hangu,33.528893,71.056122,Bombing/Explosion,6,8,Two civilian houses,Undefined,Private Citizens & Property,Explosives,14,2010-12-17
939,2010,12,20,Pakistan,Balochistan,South Asia,Pasni,25.388166,63.109067,Hostage Taking (Kidnapping),0,0,A student of the University of Balochistan and an active member of Baloch Students Organization-Azad (BSO-A),Undefined,Private Citizens & Property,Firearms,0,2010-12-20
940,2010,12,21,Pakistan,Balochistan,South Asia,Surab,28.491249,66.263474,Hostage Taking (Kidnapping),0,0,A Hindu leader and companions,Undefined,Religious Figures/Institutions,Firearms,0,2010-12-21
941,2010,12,22,Pakistan,Federally Administered Tribal Areas,South Asia,Safi,34.574856,71.276081,Bombing/Explosion,1,3,A marble contractor was targeted in the attack.,Undefined,Business,Explosives,4,2010-12-22
942,2010,12,23,Pakistan,Balochistan,South Asia,Loralai,30.370974,68.599319,Armed Assault,1,0,An Education Department official was targeted in the attack.,Undefined,Educational Institution,Firearms,1,2010-12-23
943,2010,12,25,Pakistan,Federally Administered Tribal Areas,South Asia,Bajaur district,34.856902,71.429936,Bombing/Explosion,48,72,Members of the Salarzai tribe,Tehrik-i-Taliban Pakistan (TTP),Private Citizens & Property,Explosives,120,2010-12-25
944,2010,12,26,Pakistan,Balochistan,South Asia,Khuzdar district,27.81872,66.659656,Assassination,2,0,Two members of the Balochistan National Party- Mengal,Undefined,Government (General),Firearms,2,2010-12-26
945,2011,1,6,Pakistan,Federally Administered Tribal Areas,South Asia,Landi Kotal,34.110325,71.163803,Hostage Taking (Kidnapping),4,0,North Atlantic Treaty Organization drivers,Undefined,Military,Firearms,4,2011-01-06
946,2011,1,8,Pakistan,Khyber Pakhtunkhwa,South Asia,Charsadda,34.14658,71.743538,Bombing/Explosion,0,1,A health center was targeted in the attack.,Undefined,Business,Explosives,1,2011-01-08
947,2011,1,11,Pakistan,Balochistan,South Asia,Panjgur,26.972136,64.114571,Armed Assault,3,2,Laborers,Undefined,Business,Firearms,5,2011-01-11
948,2011,1,11,Pakistan,Federally Administered Tribal Areas,South Asia,Bajaur district,34.856902,71.429936,Bombing/Explosion,0,7,Tribal elders,Undefined,Private Citizens & Property,Explosives,7,2011-01-11
949,2011,1,13,Pakistan,Federally Administered Tribal Areas,South Asia,North Waziristan district,32.974638,70.14558,Bombing/Explosion,5,6,Civilians,Undefined,Private Citizens & Property,Explosives,11,2011-01-13
950,2011,1,17,Pakistan,Khyber Pakhtunkhwa,South Asia,Hangu,33.528893,71.056122,Bombing/Explosion,17,11,A bus,Tehrik-i-Taliban Pakistan (TTP),Transportation,Explosives,28,2011-01-17
951,2011,1,25,Pakistan,Balochistan,South Asia,Mastung district,29.610454,66.922164,Armed Assault,2,0,The targets of this attack were two NGO workers from the Balochistan Rural Support Program.,Undefined,NGO,Firearms,2,2011-01-25
952,2011,1,25,Pakistan,Khyber Pakhtunkhwa,South Asia,Dir,35.202293,71.873006,Assassination,1,4,"Awami National Party (ANP) leader, Senator Zahid Khan, was targeted in the attack.",Tehrik-i-Taliban Pakistan (TTP),Government (General),Firearms,5,2011-01-25
953,2011,1,25,Pakistan,Punjab,South Asia,Lahore,31.50547,74.34288,Bombing/Explosion,11,70,A Shiite procession,Tehrik-i-Taliban Pakistan (TTP),Private Citizens & Property,Explosives,81,2011-01-25
954,2011,1,29,Pakistan,Federally Administered Tribal Areas,South Asia,Darra Adam Khel,33.68745,71.516037,Bombing/Explosion,5,14,A joint paramilitary and Pakistani army checkpoint was targeted in the attack.,Tehrik-i-Taliban Pakistan (TTP),Military,Explosives,19,2011-01-29
955,2011,1,30,Pakistan,Federally Administered Tribal Areas,South Asia,Kurram district,33.695975,70.336069,Undefined,0,8,Tribesmen,Tehrik-i-Taliban Pakistan (TTP),Private Citizens & Property,Undefined,8,2011-01-30
956,2011,2,4,Pakistan,Balochistan,South Asia,Jaffarabad district,28.340071,68.188997,Armed Assault,2,3,Employees of the state-owned Uch Oil and Gas Development Company,Undefined,Business,Firearms,5,2011-02-04
957,2011,2,5,Pakistan,Khyber Pakhtunkhwa,South Asia,Karak,33.111907,71.103194,Armed Assault,4,0,Civilians accused of being spies,Tehrik-i-Taliban Pakistan (TTP),Private Citizens & Property,Firearms,4,2011-02-05
958,2011,2,6,Pakistan,Balochistan,South Asia,Hub,25.044537,66.874672,Bombing/Explosion,0,11,Civilians,Undefined,Private Citizens & Property,Explosives,11,2011-02-06
959,2011,2,9,Pakistan,Punjab,South Asia,Gujranwala,32.156489,74.187658,Bombing/Explosion,0,0,The Central Investigation Center near the People's Colony Police Station,Undefined,Police,Explosives,0,2011-02-09
960,2011,2,10,Pakistan,Balochistan,South Asia,Nasirabad,28.458421,68.133223,Bombing/Explosion,0,4,The Quetta Express train,Undefined,Transportation,Explosives,4,2011-02-10
961,2011,2,10,Pakistan,Federally Administered Tribal Areas,South Asia,Mir Ali,32.975433,70.273735,Armed Assault,4,0,Two police officers,Tehrik-i-Taliban Pakistan (TTP),Police,Firearms,4,2011-02-10
962,2011,2,10,Pakistan,Khyber Pakhtunkhwa,South Asia,Mardan,34.416681,71.92459,Bombing/Explosion,32,40,Military cadets,Tehrik-i-Taliban Pakistan (TTP),Military,Explosives,72,2011-02-10
963,2011,2,12,Pakistan,Sindh,South Asia,Kotri,25.354671,68.283569,Bombing/Explosion,0,0,A portion of railway track was targeted in the attack.,Undefined,Transportation,Explosives,0,2011-02-12
964,2011,2,22,Pakistan,Khyber Pakhtunkhwa,South Asia,Peshawar,34.006004,71.53743,Bombing/Explosion,0,14,An electric pole was targeted in the attack.,Undefined,Utilities,Explosives,14,2011-02-22
965,2011,3,4,Pakistan,Khyber Pakhtunkhwa,South Asia,Nowshera,34.007206,71.983078,Bombing/Explosion,10,6,The target of the attack was a mosque.,Undefined,Religious Figures/Institutions,Explosives,16,2011-03-04
966,2011,3,8,Pakistan,Punjab,South Asia,Faisalabad,31.408822,73.083021,Bombing/Explosion,25,101,The Inter-Services Intelligence building was targeted in the attack.,Tehrik-i-Taliban Pakistan (TTP),Government (General),Explosives,126,2011-03-08
967,2011,3,9,Pakistan,Balochistan,South Asia,Dera Bugti,29.034412,69.158661,Bombing/Explosion,4,18,The target is  .,Undefined,Undefined,Explosives,22,2011-03-09
968,2011,3,10,Pakistan,Balochistan,South Asia,Dera Bugti,29.034412,69.158661,Bombing/Explosion,0,7,The convoy of a local tribal elder,Undefined,Private Citizens & Property,Explosives,7,2011-03-10
969,2011,3,10,Pakistan,Balochistan,South Asia,Nasirabad,28.458421,68.133223,Bombing/Explosion,4,18,A convoy of the Oil and Gas Development Company Limited (OGDCL),Baloch Republican Army (BRA),Business,Explosives,22,2011-03-10
970,2011,3,12,Pakistan,Balochistan,South Asia,Jaffarabad district,28.340071,68.188997,Bombing/Explosion,6,0,The targets of the attack were civilians.,Undefined,Private Citizens & Property,Explosives,6,2011-03-12
971,2011,3,13,Pakistan,Khyber Pakhtunkhwa,South Asia,Hangu,33.528893,71.056122,Armed Assault,11,6,The targets of the attack were Shiite Muslims.,Undefined,Private Citizens & Property,Firearms,17,2011-03-13
972,2011,3,13,Pakistan,Khyber Pakhtunkhwa,South Asia,Kohat,33.590603,71.44062,Armed Assault,7,8,The targets of the attack were civilians.,Undefined,Private Citizens & Property,Firearms,15,2011-03-13
973,2011,3,14,Pakistan,Balochistan,South Asia,Kalat,29.047852,66.593323,Armed Assault,2,1,A local leader of the Balochistan National Party-Mengal (BNP-M),Undefined,Government (General),Firearms,3,2011-03-14
974,2011,3,15,Pakistan,Sindh,South Asia,Korangi,24.891115,67.143311,Armed Assault,1,2,Muttahida Qaumi Movement (MQM) activists,Undefined,Government (General),Firearms,3,2011-03-15
975,2011,3,15,Pakistan,Sindh,South Asia,Korangi,24.891115,67.143311,Armed Assault,2,4,People's Amn (Peace) Committee activists,Undefined,Terrorists/Non-State Militia,Firearms,6,2011-03-15
976,2011,3,17,Pakistan,Balochistan,South Asia,Bolan District,29.10636,67.687177,Bombing/Explosion,0,3,The Bolan Mail train,Undefined,Transportation,Explosives,3,2011-03-17
977,2011,3,21,Pakistan,Balochistan,South Asia,Gwadar,25.1458,62.326557,Armed Assault,11,2,The camp of the Frontier Works Organization (FWO),Baloch Republican Army (BRA),Military,Firearms,13,2011-03-21
978,2011,3,21,Pakistan,Punjab,South Asia,Gujranwala,32.156489,74.187658,Bombing/Explosion,0,3,Rail Bazaar police post,Undefined,Police,Explosives,3,2011-03-21
979,2011,3,21,Pakistan,Federally Administered Tribal Areas,South Asia,Datta Khel,32.901089,69.749405,Armed Assault,4,0,Three Pakistani tribesmen accused of spying for the U.S.,Tehrik-i-Taliban Pakistan (TTP),Private Citizens & Property,Firearms,4,2011-03-21
980,2011,3,25,Pakistan,Federally Administered Tribal Areas,South Asia,Spin Qabar,33.884347,71.384504,Armed Assault,1,0,An alleged spy was targeted in the attack.,Undefined,Private Citizens & Property,Firearms,1,2011-03-25
981,2011,3,28,Pakistan,Khyber Pakhtunkhwa,South Asia,Kohat,33.590603,71.44062,Bombing/Explosion,0,4,A village,Undefined,Private Citizens & Property,Explosives,4,2011-03-28
982,2011,4,3,Pakistan,Punjab,South Asia,Dera Ghazi Khan,30.034319,70.639676,Bombing/Explosion,52,102,The Sufi Muslim Sakhi Sarwar shrine was targeted in the attack.,Tehrik-i-Taliban Pakistan (TTP),Religious Figures/Institutions,Explosives,154,2011-04-03
983,2011,4,11,Pakistan,Federally Administered Tribal Areas,South Asia,Kurram district,33.695975,70.336069,Bombing/Explosion,3,13,Civilians,Undefined,Private Citizens & Property,Explosives,16,2011-04-11
984,2011,4,12,Pakistan,Federally Administered Tribal Areas,South Asia,Spin Qabar,33.884347,71.384504,Hostage Taking (Kidnapping),0,0,Civilians who refused to fight against Zakhakhel tribe and Tirah-based militant organization Ansarul Islamand (AI),Lashkar-e-Islam (Pakistan),Private Citizens & Property,Undefined,0,2011-04-12
985,2011,4,23,Pakistan,Federally Administered Tribal Areas,South Asia,Salarzai,34.866207,71.526382,Bombing/Explosion,6,5,"Malik Manasib Khan, a tribal elder and chief of Salarzai tribe,",Tehrik-i-Taliban Pakistan (TTP),Private Citizens & Property,Explosives,11,2011-04-23
986,2011,4,26,Pakistan,Balochistan,South Asia,Sibi,29.548279,67.879189,Facility/Infrastructure Attack,15,18,Civilians on a passenger bus,Undefined,Transportation,Incendiary,33,2011-04-26
987,2011,4,26,Pakistan,Khyber Pakhtunkhwa,South Asia,Swabi district,34.146668,72.386306,Bombing/Explosion,0,0,A tower of 500 Kilovolt transmission line supplying electricity from Tarbela Dam,Undefined,Utilities,Explosives,0,2011-04-26
988,2011,5,6,Pakistan,Balochistan,South Asia,Quetta,30.200819,66.994354,Armed Assault,8,15,"Civilians were targeted, including Shiite Muslims.",Lashkar-e-Jhangvi,Private Citizens & Property,Firearms,23,2011-05-06
989,2011,5,8,Pakistan,Balochistan,South Asia,Awaran,26.457338,65.23111,Bombing/Explosion,0,2,Civilian residences,Undefined,Private Citizens & Property,Explosives,2,2011-05-08
990,2011,5,10,Pakistan,Khyber Pakhtunkhwa,South Asia,Nowshera,34.007206,71.983078,Bombing/Explosion,4,8,A district court building,Undefined,Government (General),Explosives,12,2011-05-10
991,2011,5,13,Pakistan,Khyber Pakhtunkhwa,South Asia,Shabqadar,34.217285,71.561043,Bombing/Explosion,82,140,Training Center,Tehrik-i-Taliban Pakistan (TTP),Police,Explosives,222,2011-05-13
992,2011,5,14,Pakistan,Islamabad Capital Territory,South Asia,Islamabad,33.671638,73.056068,Bombing/Explosion,7,20,A passenger bus was targeted in the attack.,Undefined,Transportation,Explosives,27,2011-05-14
993,2011,5,15,Pakistan,Khyber Pakhtunkhwa,South Asia,Swabi district,34.146668,72.386306,Assassination,3,0,"Aatibar Gul, the head of a pro-government tribal militia, was targeted in the attack.",Tehrik-i-Taliban Pakistan (TTP),Private Citizens & Property,Firearms,3,2011-05-15
994,2011,5,23,Pakistan,Khyber Pakhtunkhwa,South Asia,Nowshera,34.007206,71.983078,Bombing/Explosion,0,1,The Rashakai Bridge was targeted in the attack.,Undefined,Transportation,Explosives,1,2011-05-23
995,2011,5,25,Pakistan,Balochistan,South Asia,Mastung district,29.610454,66.922164,Armed Assault,1,0,"Muhammad Akram, a Levies Sepoy official,",Undefined,Police,Firearms,1,2011-05-25
996,2011,5,26,Pakistan,Khyber Pakhtunkhwa,South Asia,Hangu,33.528893,71.056122,Bombing/Explosion,33,52,The District Coordination Officer (DCO) office was the intended target of the attack.,Tehrik-i-Taliban Pakistan (TTP),Government (General),Explosives,85,2011-05-26
997,2011,5,28,Pakistan,Federally Administered Tribal Areas,South Asia,Bajaur district,34.856902,71.429936,Bombing/Explosion,9,10,Pro-government tribal elders,Tehrik-i-Taliban Pakistan (TTP),Private Citizens & Property,Explosives,19,2011-05-28
998,2011,5,28,Pakistan,Khyber Pakhtunkhwa,South Asia,Matta,34.927925,72.415152,Assassination,3,1,"The residence of Muzaffar Ali Khan, the Awami National Party (ANP) president,",Undefined,Government (General),Firearms,4,2011-05-28
999,2011,5,30,Pakistan,Federally Administered Tribal Areas,South Asia,Miran Shah,33.006516,70.068253,Bombing/Explosion,1,9,The Super Waziristan Hotel,Undefined,Business,Explosives,10,2011-05-30
1000,2011,5,31,Pakistan,Sindh,South Asia,Kashmore,28.432072,69.58089,Bombing/Explosion,0,10,Railway tracks of the Tangwani Railway Station,Undefined,Transportation,Explosives,10,2011-05-31
1001,2011,5,31,Pakistan,Khyber Pakhtunkhwa,South Asia,Karak,33.111907,71.103194,Armed Assault,1,4,"Maulana Salimullah, a Jamaat Ulema-e-Islam Fazl (JUI-F) member and former District Chief of Karak,",Undefined,Government (General),Firearms,5,2011-05-31
1002,2011,6,5,Pakistan,Khyber Pakhtunkhwa,South Asia,Nowshera,34.007206,71.983078,Bombing/Explosion,19,28,The family members of military personnel,Tehrik-i-Taliban Pakistan (TTP),Military,Explosives,47,2011-06-05
1003,2011,6,8,Pakistan,Punjab,South Asia,Gujrat,32.572323,74.076622,Bombing/Explosion,0,0,The specific target is  .,Undefined,Undefined,Explosives,0,2011-06-08
1004,2011,6,11,Pakistan,Khyber Pakhtunkhwa,South Asia,Peshawar,34.006004,71.53743,Bombing/Explosion,18,40,A retail and hotel complex,Tehrik-i-Taliban Pakistan (TTP),Business,Explosives,58,2011-06-11
